id,original_payload,new_payload
3224,95602,73852
3225,79871,66510
3226,98293,76283
3227,52170,43598
3228,84857,65937
3229,20032,15440
3230,66558,51638
3231,83911,65296
3232,54149,44866
3233,42399,32705
3234,12611,9753
3235,85725,66782
3236,63900,49364
3237,22811,17901
3238,52866,40903
3239,4794,3639
3240,32720,25404
3241,77227,60048
3242,78820,65630
3243,90490,69413
3244,47682,37062
3245,50306,38874
3246,8515,6778
3247,23094,17960
3248,78286,61142
3249,22233,17046
3250,13887,10944
3251,66475,55884
3252,60482,46196
3253,77935,64626
3254,20575,15856
3255,77287,59745
3256,27265,21170
3257,32449,25276
3258,79347,61403
3259,64894,49857
3260,14145,11059
3261,31693,24697
3262,2795,2144
3263,81924,63979
3264,60672,46589
3265,20825,16177
3266,41043,31889
3267,61919,47769
3268,78922,60317
3269,40962,31656
3270,48359,40580
3271,13523,10091
3272,21745,16352
3273,16403,12833
3274,46801,36565
3275,79316,61440
3276,49245,37628
3277,76906,59754
3278,1775,1156
3279,61057,47353
3280,74499,57397
3281,79830,66598
3282,43990,34196
3283,88394,74144
3284,99644,89119
3285,91808,71946
3286,56199,43823
3287,93757,72160
3288,39958,31080
3289,92345,71185
3290,75149,57937
3291,16749,12814
3292,48894,41076
3293,78995,60766
3294,91339,70434
3295,6901,5084
3296,64314,49853
3297,13468,10400
3298,33662,26114
3299,52476,43668
3300,84889,66592
3301,56556,43756
3302,23559,17730
3303,1420,1058
3304,94117,79088
3305,82303,62404
3306,20708,16064
3307,61429,47543
3308,87993,68062
3309,60300,50426
3310,5925,4577
3311,34265,26576
3312,13216,9948
3313,7722,6176
3314,20850,16055
3315,82725,68348
3316,59092,46038
3317,460,340
3318,91484,69398
3319,43365,34032
3320,23956,18943
3321,33097,25638
3322,56568,47858
3323,4815,3797
3324,9831,7751
3325,20904,15925
3326,93106,70902
3327,74295,58370
3328,86222,66347
3329,56707,43432
3330,89686,74728
3331,49490,41388
3332,7931,6644
3333,8965,6914
3334,34921,26781
3335,20329,15954
3336,24579,19240
3337,46716,36204
3338,26663,20732
3339,64996,50345
3340,21436,16956
3341,25209,19411
3342,58718,45119
3343,28073,23568
3344,16865,13056
3345,65841,50392
3346,63759,49586
3347,21312,16913
3348,71938,55979
3349,66612,51076
3350,60329,47353
3351,49197,41184
3352,50733,39523
3353,41248,31748
3354,40117,31264
3355,29250,22533
3356,71507,55544
3357,24249,18687
3358,39380,30827
3359,38580,29709
3360,13559,11262
3361,38862,30554
3362,34478,26579
3363,68028,56704
3364,66240,54818
3365,93905,72198
3366,6663,4974
3367,434,377
3368,49910,41616
3369,74877,66837
3370,15570,11963
3371,47980,37069
3372,38785,30216
3373,63432,52974
3374,58861,45031
3375,94558,79272
3376,4733,3615
3377,67223,51916
3378,58352,45094
3379,23298,18124
3380,90405,69427
3381,22697,17849
3382,41493,31863
3383,76312,58407
3384,4800,3738
3385,25011,19385
3386,33340,25499
3387,87203,66704
3388,77098,58551
3389,78020,60335
3390,41069,32437
3391,48242,37076
3392,7157,5599
3393,5588,4161
3394,57102,44080
3395,24967,18659
3396,9238,7304
3397,20823,16415
3398,24438,20656
3399,68844,53461
3400,3391,2532
3401,14667,11551
3402,44735,36690
3403,38894,30259
3404,52514,40910
3405,97396,75830
3406,82326,68294
3407,49134,38279
3408,69659,54555
3409,26427,21318
3410,57328,44265
3411,61625,47781
3412,98227,75924
3413,94922,78984
3414,24080,18441
3415,4860,3866
3416,55426,42874
3417,77303,59728
3418,33600,25722
3419,87089,67894
3420,37949,31078
3421,71305,55334
3422,14796,11423
3423,53284,40964
3424,24169,20310
3425,62679,48324
3426,53554,41738
3427,44863,35142
3428,16494,13091
3429,26254,19932
3430,32767,25339
3431,77836,65026
3432,983,710
3433,19387,15236
3434,27430,21238
3435,46872,36711
3436,83807,64526
3437,85599,66307
3438,43480,33733
3439,11346,9554
3440,64629,49897
3441,10831,8384
3442,12546,9785
3443,53383,40912
3444,97950,75104
3445,42264,32694
3446,74676,62200
3447,9783,7783
3448,86753,66890
3449,23010,17596
3450,15774,12008
3451,1270,986
3452,35776,27908
3453,76870,59023
3454,74740,58495
3455,31269,24334
3456,11727,9120
3457,40937,33578
3458,91923,77240
3459,37211,29055
3460,28675,22273
3461,20764,15722
3462,18477,13997
3463,36451,28474
3464,41357,32214
3465,72634,55529
3466,33480,26054
3467,13708,10485
3468,65340,54462
3469,69553,57936
3470,12384,9573
3471,84282,70176
3472,91468,75634
3473,13642,10418
3474,56180,43766
3475,63904,52186
3476,80112,61887
3477,11549,9402
3478,37708,29358
3479,38356,30055
3480,85438,66631
3481,8147,6334
3482,60330,46673
3483,6056,4424
3484,15753,12370
3485,56059,47116
3486,81193,62372
3487,25608,20201
3488,59904,46729
3489,47403,37372
3490,21002,16094
3491,61355,51146
3492,81426,62325
3493,60337,46766
3494,43379,33890
3495,4162,3174
3496,21190,16129
3497,78220,69680
3498,56958,43601
3499,48831,37638
3500,41515,31680
3501,30809,25298
3502,41197,31562
3503,69338,54195
3504,11229,8882
3505,69301,53285
3506,6813,5346
3507,57283,44353
3508,884,612
3509,91923,70958
3510,41445,31730
3511,42532,35246
3512,77869,64662
3513,12618,9636
3514,14118,10810
3515,61094,47134
3516,64372,50183
3517,68464,53302
3518,80103,61044
3519,75515,57789
3520,26173,21934
3521,41872,32473
3522,29626,23233
3523,95524,79344
3524,98347,75479
3525,96398,74560
3526,54352,42143
3527,60254,46223
3528,66795,51185
3529,78875,61127
3530,78723,61093
3531,1419,1044
3532,67568,52203
3533,47902,37447
3534,39310,30095
3535,40262,31082
3536,66814,51468
3537,33462,25746
3538,84349,64803
3539,49901,38752
3540,42761,33739
3541,15697,12177
3542,67406,55894
3543,92682,71149
3544,37903,29448
3545,642,476
3546,53594,41080
3547,26419,20469
3548,31202,24089
3549,41433,32768
3550,69724,55034
3551,85851,70840
3552,78560,60548
3553,6229,4482
3554,66000,54142
3555,32367,25435
3556,97334,80350
3557,63881,53114
3558,20865,16350
3559,15150,11564
3560,70706,54732
3561,4371,3407
3562,53918,41207
3563,76590,59490
3564,70902,54034
3565,8711,6713
3566,84162,75534
3567,67475,51777
3568,52922,40769
3569,58068,48814
3570,97739,75991
3571,91220,70958
3572,26892,20578
3573,89543,69118
3574,95059,73610
3575,95488,74802
3576,53172,44528
3577,37343,28162
3578,27281,20954
3579,23190,18386
3580,4105,3158
3581,29988,23629
3582,64270,49031
3583,12576,10041
3584,20639,16100
3585,33156,25144
3586,9471,7467
3587,28142,21623
3588,45794,35418
3589,92855,71939
3590,19003,14671
3591,47390,37051
3592,99023,82586
3593,25345,19619
3594,95691,73298
3595,23301,18295
3596,63641,48510
3597,35414,27365
3598,70690,54737
3599,17970,13882
3600,62724,48564
3601,71495,55644
3602,51357,39859
3603,63049,48527
3604,6924,5240
3605,81575,62644
3606,1609,1226
3607,48158,37447
3608,13632,10912
3609,50171,38628
3610,14994,11703
3611,89746,69218
3612,28791,22412
3613,461,329
3614,40743,31549
3615,25742,19952
3616,57425,44599
3617,39875,30933
3618,42886,33502
3619,93981,72696
3620,36120,27633
3621,55067,42697
3622,81100,67996
3623,19494,15089
3624,8586,6570
3625,24008,18757
3626,2701,1852
3627,11922,9521
3628,45093,34781
3629,29949,24972
3630,98362,75759
3631,99414,82258
3632,8572,6592
3633,94835,72772
3634,95127,78010
3635,46525,35922
3636,87362,67814
3637,61460,47132
3638,73223,56234
3639,24866,19431
3640,27191,20780
3641,22968,18235
3642,29178,22351
3643,64618,53604
3644,18300,13984
3645,95651,73103
3646,61938,49172
3647,36477,27901
3648,6229,4891
3649,68005,52009
3650,47078,36282
3651,77095,59892
3652,22819,18062
3653,17464,13566
3654,15360,11876
3655,56016,46740
3656,29904,23192
3657,11869,9170
3658,1741,1250
3659,62924,48571
3660,38910,30338
3661,23350,17849
3662,80532,62543
3663,18606,14309
3664,66392,51590
3665,66499,51933
3666,7038,5409
3667,88382,69517
3668,77413,60151
3669,29295,22401
3670,35529,27620
3671,20022,15847
3672,94615,73522
3673,52368,40397
3674,92879,71553
3675,34446,27438
3676,15847,13442
3677,7577,5946
3678,5179,4096
3679,55045,42564
3680,38340,29150
3681,69203,53312
3682,94360,72992
3683,2691,2183
3684,80734,62873
3685,65407,50599
3686,46227,35897
3687,76404,58431
3688,44662,37740
3689,52174,40649
3690,65640,51005
3691,77858,59258
3692,83979,65750
3693,34534,26541
3694,27004,20857
3695,49567,41510
3696,89610,69398
3697,44117,34376
3698,33532,25941
3699,93074,72353
3700,33103,25850
3701,35509,27046
3702,89064,69363
3703,37015,28500
3704,57758,45046
3705,9000,7127
3706,59723,45616
3707,17873,14053
3708,27615,21305
3709,28328,21950
3710,79679,61761
3711,39859,33452
3712,54120,42122
3713,3543,2776
3714,62802,48832
3715,70442,53967
3716,54115,45212
3717,6883,5618
3718,44640,34947
3719,88113,73298
3720,28270,21840
3721,73579,57148
3722,93665,71639
3723,27723,21883
3724,87457,67796
3725,14711,11553
3726,4888,3492
3727,35914,27863
3728,40674,31697
3729,3596,2917
3730,81418,63265
3731,13303,10611
3732,9426,7346
3733,40481,31006
3734,24676,18673
3735,91870,70475
3736,93549,77474
3737,61998,47973
3738,35094,26828
3739,80932,70860
3740,80756,66930
3741,35811,27614
3742,83697,69718
3743,94979,78526
3744,59195,45996
3745,69255,53260
3746,78494,59791
3747,15442,12162
3748,5486,4276
3749,51563,39506
3750,80858,62485
3751,11738,9185
3752,7145,5593
3753,48113,37171
3754,63276,48999
3755,99536,76965
3756,1175,878
3757,88276,67902
3758,76747,59822
3759,24756,19130
3760,21485,16733
3761,50365,38775
3762,96461,74301
3763,38836,30319
3764,94920,73133
3765,94391,73446
3766,27783,21511
3767,93235,72405
3768,57325,44093
3769,14835,11516
3770,82784,68584
3771,37878,29394
3772,70930,54885
3773,10495,8089
3774,10469,8351
3775,48535,40148
3776,28259,21728
3777,36611,28269
3778,38783,30178
3779,68333,57012
3780,73022,56193
3781,93513,77094
3782,63237,48678
3783,42749,33683
3784,22164,17299
3785,10180,8115
3786,51969,39940
3787,59010,49120
3788,17290,13120
3789,10250,8089
3790,45486,34826
3791,62469,51856
3792,60117,46329
3793,32514,24908
3794,32119,24485
3795,91035,70720
3796,84733,65100
3797,92373,77570
3798,48786,40898
3799,84365,66020
3800,56683,44276
3801,23727,18391
3802,18366,14051
3803,89611,69708
3804,92445,77528
3805,95660,79678
3806,68428,53587
3807,87287,73258
3808,85915,66089
3809,35100,26990
3810,65088,50491
3811,44650,34818
3812,99138,76546
3813,81290,68004
3814,25894,20187
3815,15291,11691
3816,64719,50968
3817,81414,63250
3818,34844,26376
3819,11684,9079
3820,8425,6646
3821,21765,16623
3822,46025,35158
3823,97493,75620
3824,51002,38927
3825,73086,59798
3826,64712,49922
3827,74228,61202
3828,75233,58030
3829,92280,70767
3830,34426,26626
3831,46278,36100
3832,20366,16086
3833,94792,73547
3834,10851,8648
3835,24699,19238
3836,18605,14595
3837,92578,72331
3838,10034,7781
3839,67367,52421
3840,86972,67435
3841,86583,76043
3842,53110,44498
3843,93836,72814
3844,10515,8533
3845,90663,70845
3846,32019,24765
3847,21585,16701
3848,87373,73102
3849,64315,49740
3850,84234,64787
3851,28146,21667
3852,25207,19706
3853,78317,60970
3854,51925,39591
3855,79818,61181
3856,34282,26595
3857,60315,46727
3858,50804,39419
3859,36448,27928
3860,54394,42528
3861,70851,58944
3862,90436,70811
3863,27993,21755
3864,37902,28838
3865,30649,23715
3866,42452,32875
3867,38543,31876
3868,47467,36419
3869,90708,75662
3870,19472,14818
3871,4569,3530
3872,50152,39386
3873,77931,60966
3874,96144,74177
3875,55312,43144
3876,68911,52930
3877,49822,38863
3878,75379,58402
3879,95813,80188
3880,78189,64728
3881,30229,23419
3882,68282,53331
3883,36439,28206
3884,25894,20295
3885,62719,48730
3886,47351,36762
3887,62843,48143
3888,97837,75787
3889,28200,21530
3890,86841,68113
3891,95046,74208
3892,60939,46530
3893,87142,68056
3894,29616,22795
3895,72364,60522
3896,58862,45846
3897,61138,47957
3898,62445,48903
3899,59706,45912
3900,10874,8665
3901,51316,39007
3902,98511,75372
3903,59898,49690
3904,78551,65014
3905,85727,66493
3906,37602,29271
3907,4182,3236
3908,76130,58327
3909,2635,1928
3910,54291,42023
3911,76264,57871
3912,40591,33972
3913,7252,5511
3914,27695,21203
3915,77318,60139
3916,98996,76262
3917,82161,69252
3918,92152,71327
3919,14458,11341
3920,45044,35363
3921,26160,20154
3922,76,93
3923,88789,68317
3924,55676,46418
3925,74028,61830
3926,41292,31618
3927,15656,12361
3928,39945,31540
3929,2035,1502
3930,31489,25990
3931,6001,4328
3932,30082,23506
3933,11756,8869
3934,48083,37553
3935,38901,30366
3936,10896,8481
3937,77278,64352
3938,94895,74122
3939,75963,58766
3940,86439,72428
3941,57120,45257
3942,16925,13076
3943,14557,11347
3944,7457,6232
3945,55221,43202
3946,4578,3604
3947,1429,1046
3948,60286,50244
3949,75624,59090
3950,78240,61042
3951,70611,54530
3952,49117,40704
3953,85481,66024
3954,22757,17474
3955,216,164
3956,97451,75412
3957,30089,23565
3958,34240,26704
3959,94676,73201
3960,13113,9945
3961,73921,56769
3962,28847,22406
3963,47115,36046
3964,44988,34799
3965,92499,71772
3966,2784,1895
3967,33897,25495
3968,41106,32152
3969,8758,6843
3970,6902,5142
3971,11752,9348
3972,71535,55154
3973,59420,45969
3974,3163,2393
3975,62318,48445
3976,42387,32484
3977,20056,15475
3978,71550,54796
3979,76297,58865
3980,3091,2317
3981,29368,22854
3982,29732,23487
3983,43386,33477
3984,99126,77424
3985,23475,18053
3986,35975,28017
3987,94030,72800
3988,68188,56666
3989,42436,33251
3990,17803,13204
3991,92786,72248
3992,524,364
3993,79066,66410
3994,43710,32959
3995,80728,62003
3996,97397,75569
3997,603,504
3998,5239,4046
3999,60616,47368
4000,41462,31794
4001,82180,10158
4002,26151,3340
4003,62245,7897
4004,45904,5461
4005,53103,7040
4006,39805,4743
4007,14710,1830
4008,84162,10840
4009,37607,4546
4010,5322,784
4011,63965,8391
4012,36623,4720
4013,12002,1682
4014,21477,2676
4015,57366,7175
4016,28839,3470
4017,20904,2649
4018,76477,9474
4019,39334,5045
4020,49190,6278
4021,36354,4435
4022,13382,1640
4023,25111,3276
4024,44031,5518
4025,66776,8406
4026,72230,9174
4027,69111,9190
4028,45989,5864
4029,19811,2276
4030,36020,4435
4031,4525,622
4032,51966,6607
4033,48206,6035
4034,35572,4547
4035,56982,7215
4036,30722,4042
4037,76486,9474
4038,6604,744
4039,86810,10403
4040,34869,4420
4041,47981,5786
4042,38115,4777
4043,67932,8507
4044,52388,6810
4045,31067,4040
4046,32392,4116
4047,13557,1680
4048,34406,4511
4049,4628,620
4050,92767,11773
4051,88565,11127
4052,23833,2822
4053,38250,4654
4054,6498,737
4055,37504,4743
4056,8950,1160
4057,57253,7173
4058,99238,12742
4059,84019,10878
4060,94242,11640
4061,13414,1582
4062,90054,11393
4063,65368,8575
4064,52373,6660
4065,88525,11336
4066,49124,6246
4067,74702,9660
4068,83841,10426
4069,15667,1980
4070,99055,11961
4071,38013,4756
4072,69038,8790
4073,79196,10672
4074,25106,3086
4075,58604,7173
4076,99580,12725
4077,42771,5233
4078,64729,7840
4079,27012,3639
4080,96647,11944
4081,83845,10652
4082,99850,12455
4083,40907,5499
4084,34261,4397
4085,63505,8178
4086,72095,9187
4087,26030,3297
4088,44529,5480
4089,41218,5389
4090,37236,4748
4091,87046,11376
4092,65347,8560
4093,64032,8408
4094,12147,1606
4095,73190,8995
4096,69393,8731
4097,48938,5786
4098,14566,1864
4099,90481,11467
4100,45895,6050
4101,51926,6641
4102,50534,6128
4103,97615,12400
4104,94645,11790
4105,72241,8940
4106,12584,1470
4107,39232,4929
4108,82114,10327
4109,78632,10092
4110,37320,4720
4111,80669,10213
4112,76780,9890
4113,19311,2364
4114,51332,6432
4115,58450,7249
4116,69258,8906
4117,57297,7710
4118,51862,6474
4119,21493,2510
4120,97494,12174
4121,59156,7361
4122,46230,5862
4123,18972,2246
4124,92478,11617
4125,11037,1266
4126,19542,2436
4127,75692,9607
4128,69459,8604
4129,99442,12571
4130,31124,3926
4131,27297,3198
4132,29877,3506
4133,66698,8668
4134,73382,9347
4135,4718,510
4136,6202,814
4137,83252,10485
4138,83899,10804
4139,24953,3322
4140,79774,10314
4141,43018,5556
4142,57074,7038
4143,42044,5442
4144,11016,1315
4145,90314,11712
4146,6869,860
4147,81909,10628
4148,31847,4152
4149,53199,6620
4150,24192,3392
4151,32706,4036
4152,59747,7456
4153,58426,7407
4154,62252,7859
4155,40187,5442
4156,38374,4760
4157,47953,5784
4158,38179,4990
4159,48396,6145
4160,35391,4300
4161,25621,3202
4162,45665,5976
4163,39208,4722
4164,49356,6288
4165,56594,7365
4166,68917,8982
4167,11234,1414
4168,34789,4439
4169,98820,12189
4170,18831,2190
4171,29025,3905
4172,59668,7536
4173,40843,5237
4174,4604,568
4175,92417,11923
4176,97421,12170
4177,17752,2125
4178,70341,9632
4179,27378,3333
4180,38399,4764
4181,7329,941
4182,52539,6582
4183,39497,5144
4184,30593,3827
4185,4937,669
4186,81669,10061
4187,43745,5822
4188,6131,825
4189,49047,6428
4190,39405,5254
4191,38334,4800
4192,87139,10747
4193,98157,13092
4194,42015,5193
4195,94569,11712
4196,7547,958
4197,19337,2330
4198,22380,2860
4199,21307,2632
4200,37143,4988
4201,6020,742
4202,47755,5898
4203,60073,7534
4204,66715,8490
4205,25156,3240
4206,93258,11564
4207,86443,10629
4208,55049,7118
4209,36494,4610
4210,52430,6601
4211,72655,9128
4212,26275,3295
4213,75607,9603
4214,92170,11351
4215,52693,6905
4216,65130,8030
4217,42950,5488
4218,79384,10027
4219,60072,7779
4220,68298,8750
4221,14583,1736
4222,32697,4095
4223,75189,9324
4224,50193,6413
4225,29630,3776
4226,84994,10312
4227,9581,1266
4228,30782,3766
4229,84188,10916
4230,83673,10724
4231,43523,5366
4232,93486,11982
4233,55163,6793
4234,29733,3789
4235,99931,12229
4236,26513,3276
4237,85130,10707
4238,62086,7912
4239,40202,5032
4240,69153,8621
4241,51988,6700
4242,35187,4437
4243,17125,2040
4244,34581,4509
4245,79054,10329
4246,93108,11528
4247,22148,2748
4248,90202,11220
4249,21564,2727
4250,87978,10519
4251,54454,6518
4252,28083,3580
4253,56803,7306
4254,12865,1602
4255,43042,5537
4256,61759,7764
4257,26236,3483
4258,77931,10368
4259,8864,1047
4260,45671,5805
4261,4512,512
4262,36400,4667
4263,27453,3711
4264,8586,1106
4265,74849,9531
4266,12738,1547
4267,82042,10707
4268,34295,4422
4269,92763,12114
4270,69735,8792
4271,33145,4285
4272,4010,562
4273,24638,2832
4274,85546,11085
4275,9393,1104
4276,6264,718
4277,3285,342
4278,52375,6508
4279,93194,11657
4280,53982,7236
4281,57147,7245
4282,25933,3069
4283,73258,8809
4284,17574,2119
4285,46728,5767
4286,87361,11452
4287,2586,325
4288,23447,2856
4289,73430,9396
4290,35691,4318
4291,64728,7916
4292,63027,8178
4293,63700,8465
4294,43675,5670
4295,50841,6147
4296,73070,9231
4297,15426,1906
4298,65082,8581
4299,10320,1224
4300,1100,146
4301,93464,11889
4302,72036,8847
4303,97886,12341
4304,26881,3453
4305,53808,6618
4306,15437,1826
4307,17749,2421
4308,16119,2138
4309,5338,728
4310,1040,132
4311,17726,2210
4312,56623,7268
4313,64102,7682
4314,64065,8688
4315,40188,5140
4316,61010,7570
4317,96044,12058
4318,32137,4300
4319,86464,11182
4320,88233,11070
4321,17433,2044
4322,97007,11771
4323,70842,9090
4324,13710,1796
4325,65244,8672
4326,92107,11353
4327,53353,6943
4328,32202,4228
4329,65714,8494
4330,6790,764
4331,62496,7819
4332,20154,2649
4333,38728,4935
4334,68070,9148
4335,10454,1300
4336,50369,6449
4337,7028,782
4338,95297,11870
4339,4842,658
4340,25758,3390
4341,84816,11074
4342,35115,4306
4343,41360,5501
4344,54437,7059
4345,47178,5961
4346,56684,7190
4347,16001,1926
4348,40387,4990
4349,61884,7684
4350,17389,2170
4351,18745,2306
4352,17470,2174
4353,66203,8180
4354,40596,4834
4355,23665,3111
4356,8276,1090
4357,78460,10046
4358,83708,10137
4359,87887,11182
4360,78777,9888
4361,61054,7249
4362,94412,12301
4363,77543,9567
4364,66017,8410
4365,71564,9492
4366,4073,522
4367,22318,2898
4368,48507,6183
4369,97614,12972
4370,25222,3103
4371,20801,2480
4372,21821,2730
4373,66580,8714
4374,85862,11010
4375,50805,5940
4376,58514,7346
4377,79329,10515
4378,44992,5142
4379,46066,5942
4380,21920,2723
4381,17909,2210
4382,24125,3092
4383,57304,7247
4384,14310,1812
4385,95756,12421
4386,86325,10994
4387,52334,6624
4388,59126,7570
4389,88609,11834
4390,49245,6259
4391,51816,6622
4392,45209,5748
4393,21842,2970
4394,4100,533
4395,56195,6772
4396,81891,10783
4397,45060,5628
4398,39171,4838
4399,92425,11353
4400,78696,9856
4401,20570,2539
4402,59219,7629
4403,73029,9375
4404,18259,2233
4405,42069,5254
4406,50153,6411
4407,92863,11564
4408,95356,11752
4409,84998,10969
4410,45712,5993
4411,32550,4167
4412,61167,7669
4413,41131,5370
4414,49048,6299
4415,76895,10152
4416,30989,4220
4417,69914,9324
4418,85349,10804
4419,73551,9434
4420,97639,12189
4421,44593,5611
4422,71027,9394
4423,14952,1910
4424,74753,9702
4425,65310,7952
4426,63708,8368
4427,15959,2008
4428,52986,6601
4429,99329,12609
4430,82688,10654
4431,31885,3981
4432,51598,6375
4433,25593,3276
4434,10083,1342
4435,68647,8634
4436,43515,5655
4437,50918,6646
4438,24866,3274
4439,45173,5708
4440,74729,9318
4441,34567,4264
4442,98379,13252
4443,12586,1526
4444,90126,10808
4445,1367,174
4446,87306,10783
4447,75677,9565
4448,77686,9398
4449,78142,10232
4450,93288,11505
4451,34265,4285
4452,42796,5347
4453,29169,3561
4454,97253,11581
4455,39133,4853
4456,25035,3029
4457,52152,6470
4458,84344,10707
4459,83229,10213
4460,43508,5634
4461,54871,7044
4462,27178,3426
4463,86026,10536
4464,17013,2140
4465,26514,3146
4466,41727,5066
4467,17237,2118
4468,15381,1900
4469,40833,4952
4470,93394,11847
4471,20332,2801
4472,91313,11110
4473,9424,1144
4474,98324,12189
4475,62614,8235
4476,16598,2338
4477,26911,3544
4478,65805,8463
4479,73171,8995
4480,87668,11640
4481,33855,4167
4482,83476,10616
4483,21527,2558
4484,88195,11132
4485,94382,11583
4486,89164,11469
4487,55872,7171
4488,8290,904
4489,22379,2936
4490,94346,12056
4491,67549,8894
4492,90304,11279
4493,2765,402
4494,43658,5594
4495,24249,3147
4496,58232,7572
4497,50262,6018
4498,38077,4965
4499,64765,8332
4500,28387,3806
4501,15192,2043
4502,7141,926
4503,81908,11114
4504,38971,4853
4505,29424,3673
4506,30138,4059
4507,72002,9187
4508,79017,9890
4509,96223,11868
4510,58948,7365
4511,16707,2003
4512,45329,5653
4513,63067,7654
4514,25480,3344
4515,94054,12452
4516,54456,7019
4517,8949,1124
4518,42848,5425
4519,2154,291
4520,24161,2996
4521,70965,9168
4522,45611,5839
4523,5606,636
4524,36102,4589
4525,92549,11429
4526,97746,11866
4527,5289,638
4528,47217,5784
4529,13762,1840
4530,45305,5484
4531,66208,8560
4532,68927,8596
4533,73601,9529
4534,1160,176
4535,17430,2008
4536,39025,4568
4537,90368,10975
4538,28024,3713
4539,1298,159
4540,20396,2687
4541,82794,10251
4542,25960,3141
4543,69129,8883
4544,4031,514
4545,14092,1700
4546,85539,10709
4547,63999,7933
4548,45189,5807
4549,53020,6466
4550,51308,6240
4551,11823,1431
4552,36431,4929
4553,81762,10828
4554,64623,7969
4555,25419,3054
4556,29817,3715
4557,61865,7969
4558,11663,1600
4559,41404,5123
4560,28663,3795
4561,59846,7973
4562,22917,2938
4563,98670,12740
4564,30127,3924
4565,8502,933
4566,55977,6964
4567,24360,3162
4568,98203,12991
4569,3360,422
4570,36110,4680
4571,19204,2689
4572,89288,11114
4573,37387,4548
4574,31495,3867
4575,22034,2588
4576,91257,11923
4577,6233,860
4578,90587,11302
4579,55229,6907
4580,57405,7344
4581,2084,294
4582,68339,8615
4583,78704,9831
4584,70117,8940
4585,87132,11093
4586,19247,2474
4587,19480,2362
4588,27754,3770
4589,20137,2797
4590,82576,11290
4591,33174,4319
4592,55368,6886
4593,61127,7802
4594,10513,1394
4595,50372,6278
4596,41982,5218
4597,64409,8560
4598,2340,293
4599,71661,9263
4600,29269,3690
4601,2853,399
4602,89461,11655
4603,22792,2896
4604,30295,4038
4605,21917,2784
4606,52481,6451
4607,1058,134
4608,90799,11353
4609,3603,420
4610,8881,1019
4611,78480,9740
4612,2510,314
4613,37487,4781
4614,11690,1466
4615,68768,8634
4616,68642,8427
4617,27053,3411
4618,33469,4264
4619,98278,11940
4620,77368,9759
4621,31583,4171
4622,29069,3734
4623,41099,5193
4624,18417,2514
4625,42016,5315
4626,11071,1240
4627,18361,2174
4628,1431,180
4629,45164,5657
4630,24298,3217
4631,43057,5294
4632,76661,9472
4633,36521,4642
4634,40314,4796
4635,17723,2174
4636,81637,10572
4637,79280,9930
4638,19831,2552
4639,13554,1734
4640,72721,9301
4641,3756,510
4642,9141,1209
4643,54743,7190
4644,62055,7859
4645,74386,9284
4646,62219,7916
4647,43140,5306
4648,80840,10424
4649,45199,5788
4650,81844,10367
4651,762,100
4652,24882,2968
4653,23780,3198
4654,13996,1737
4655,16866,2212
4656,16683,2028
4657,49653,6295
4658,83612,10764
4659,26079,3293
4660,42928,5330
4661,21680,2545
4662,20420,2422
4663,65235,8292
4664,54011,6432
4665,46106,5655
4666,39026,5352
4667,58873,7675
4668,7225,1050
4669,10941,1376
4670,848,152
4671,25601,3073
4672,98496,12453
4673,20264,2602
4674,88211,11186
4675,64156,8208
4676,25553,3071
4677,6044,728
4678,719,134
4679,6573,786
4680,98423,12381
4681,77797,9966
4682,8973,1226
4683,32249,3964
4684,26953,3538
4685,46993,6048
4686,5305,670
4687,79427,10065
4688,68603,8600
4689,52861,6888
4690,11518,1446
4691,49656,6356
4692,59162,7804
4693,4855,622
4694,19866,2550
4695,3519,397
4696,26763,3369
4697,9930,1266
4698,74116,9476
4699,26852,3312
4700,96551,12113
4701,30021,3871
4702,76737,9530
4703,82278,10424
4704,13803,1754
4705,41053,5592
4706,34734,4492
4707,42195,5102
4708,40609,5182
4709,35194,4278
4710,69855,8807
4711,91691,11277
4712,49705,6071
4713,35142,4342
4714,97349,12170
4715,42210,5237
4716,30149,3635
4717,48030,5858
4718,15499,1852
4719,84336,10386
4720,80395,9776
4721,78948,9744
4722,81513,10631
4723,24154,2989
4724,55418,6812
4725,58989,7783
4726,79514,10388
4727,41801,5214
4728,70732,9001
4729,56595,7249
4730,9980,1323
4731,32126,4021
4732,53241,6700
4733,25883,3010
4734,68967,8558
4735,19323,2360
4736,25910,3272
4737,58334,7078
4738,4870,604
4739,71208,9069
4740,20755,2670
4741,99510,12533
4742,27022,3470
4743,93979,11811
4744,62338,7939
4745,21778,2782
4746,62539,7950
4747,51694,6259
4748,66769,8810
4749,98510,13332
4750,94565,11946
4751,7904,1032
4752,11134,1319
4753,68613,8693
4754,41041,5083
4755,80148,10099
4756,97146,12440
4757,63962,7969
4758,94465,12694
4759,37385,4967
4760,46565,5883
4761,96330,12398
4762,56320,6789
4763,46453,5898
4764,12375,1528
4765,81670,10407
4766,66038,8849
4767,38321,4990
4768,37642,4532
4769,65613,8140
4770,80400,10097
4771,16827,2041
4772,20318,2740
4773,9243,1160
4774,93590,12041
4775,26296,3297
4776,80737,10616
4777,70785,8864
4778,15903,2172
4779,78004,9947
4780,67502,8273
4781,28034,3464
4782,25384,3088
4783,21842,2530
4784,55240,6738
4785,47983,6452
4786,33669,4319
